district_ID,poi-1,poi-1#1,poi-1#10,poi-1#11,poi-1#2,poi-1#3,poi-1#4,poi-1#5,poi-1#6,poi-1#7,poi-1#8,poi-1#9,poi-10#1,poi-11,poi-11#1,poi-11#2,poi-11#3,poi-11#4,poi-11#5,poi-11#6,poi-11#7,poi-11#8,poi-12,poi-13#1,poi-13#2,poi-13#4,poi-13#5,poi-13#6,poi-13#8,poi-14,poi-14#1,poi-14#10,poi-14#2,poi-14#3,poi-14#4,poi-14#5,poi-14#6,poi-14#7,poi-14#8,poi-14#9,poi-15,poi-15#1,poi-15#2,poi-15#3,poi-15#4,poi-15#5,poi-15#6,poi-15#7,poi-15#8,poi-16,poi-16#1,poi-16#10,poi-16#11,poi-16#12,poi-16#2,poi-16#3,poi-16#4,poi-16#5,poi-16#6,poi-16#8,poi-16#9,poi-17,poi-17#1
14,2490.0,0.0,0.0,1328.0,498.0,166.0,83.0,6557.0,0.0,0.0,2490.0,166.0,0.0,6225.0,2075.0,3071.0,2573.0,19090.0,581.0,5229.0,1245.0,17347.0,0.0,0.0,0.0,17845.0,0.0,415.0,1577.0,2407.0,0.0,0.0,83.0,415.0,0.0,83.0,2075.0,5312.0,249.0,415.0,3320.0,0.0,1411.0,5063.0,249.0,0.0,2490.0,1494.0,83.0,6723.0,0.0,9794.0,10043.0,1660.0,83.0,332.0,4150.0,0.0,83.0,0.0,0.0,830.0,249.0
16,332.0,83.0,0.0,664.0,249.0,83.0,0.0,1079.0,0.0,0.0,747.0,83.0,0.0,1162.0,83.0,0.0,83.0,3071.0,83.0,1079.0,249.0,3320.0,0.0,0.0,0.0,2075.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,83.0,0.0,0.0,166.0,0.0,0.0,0.0,332.0,0.0,249.0,1494.0,83.0,0.0,498.0,83.0,0.0,1743.0,0.0,249.0,747.0,498.0,83.0,83.0,2490.0,0.0,0.0,0.0,0.0,249.0,0.0
21,415.0,166.0,83.0,1162.0,581.0,166.0,249.0,2241.0,0.0,83.0,1411.0,0.0,0.0,9711.0,0.0,1494.0,3569.0,23821.0,166.0,10292.0,1660.0,14110.0,0.0,0.0,0.0,17098.0,0.0,83.0,2822.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,664.0,0.0,332.0,581.0,0.0,0.0,415.0,415.0,0.0,2988.0,83.0,3237.0,2739.0,2324.0,0.0,166.0,3403.0,0.0,0.0,0.0,0.0,913.0,0.0
24,1494.0,249.0,83.0,2075.0,498.0,166.0,83.0,10043.0,249.0,0.0,2905.0,0.0,0.0,7304.0,249.0,2075.0,1909.0,24485.0,581.0,6723.0,2241.0,25149.0,0.0,0.0,0.0,9960.0,332.0,166.0,332.0,83.0,0.0,664.0,249.0,415.0,0.0,0.0,249.0,0.0,0.0,0.0,2739.0,0.0,1245.0,2656.0,83.0,0.0,1079.0,747.0,0.0,4150.0,0.0,5478.0,3569.0,4233.0,0.0,581.0,3984.0,0.0,83.0,415.0,0.0,1577.0,0.0
25,996.0,83.0,0.0,1245.0,1577.0,249.0,166.0,4648.0,166.0,0.0,2075.0,0.0,0.0,2822.0,996.0,913.0,747.0,9794.0,498.0,3569.0,747.0,10209.0,0.0,0.0,0.0,5976.0,166.0,83.0,83.0,83.0,0.0,249.0,83.0,83.0,0.0,0.0,166.0,166.0,83.0,0.0,2407.0,83.0,1328.0,3071.0,332.0,0.0,2739.0,1245.0,0.0,3984.0,249.0,2241.0,2241.0,913.0,0.0,415.0,4067.0,0.0,0.0,83.0,0.0,664.0,0.0
47,415.0,0.0,0.0,332.0,249.0,249.0,0.0,2407.0,249.0,0.0,249.0,83.0,0.0,1245.0,83.0,166.0,249.0,3486.0,83.0,830.0,332.0,6142.0,0.0,0.0,0.0,1660.0,249.0,166.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,83.0,0.0,747.0,0.0,415.0,830.0,166.0,0.0,830.0,415.0,166.0,498.0,0.0,2241.0,249.0,1079.0,166.0,415.0,1245.0,0.0,0.0,83.0,0.0,83.0,0.0
55,83.0,83.0,0.0,83.0,166.0,83.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,166.0,0.0,0.0,0.0,249.0,0.0,0.0,0.0,332.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,166.0,0.0,332.0,415.0,83.0,0.0,83.0,0.0,0.0,0.0,0.0,83.0,83.0,249.0,0.0,0.0,581.0,0.0,0.0,0.0,0.0,0.0,0.0
35,83.0,83.0,83.0,83.0,83.0,0.0,0.0,498.0,83.0,0.0,249.0,0.0,0.0,1494.0,0.0,166.0,415.0,2988.0,83.0,1494.0,332.0,2075.0,83.0,0.0,0.0,498.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,0.0,0.0,83.0,0.0,0.0,0.0,747.0,166.0,664.0,1577.0,249.0,0.0,664.0,332.0,0.0,830.0,0.0,415.0,415.0,830.0,83.0,166.0,1909.0,0.0,83.0,0.0,0.0,249.0,0.0
23,5395.0,249.0,83.0,5644.0,3237.0,1411.0,581.0,30378.0,0.0,415.0,16517.0,0.0,0.0,29299.0,3237.0,6474.0,9379.0,91300.0,2822.0,25481.0,7387.0,71380.0,166.0,0.0,0.0,72957.0,83.0,498.0,3486.0,747.0,0.0,249.0,249.0,1494.0,0.0,0.0,166.0,498.0,166.0,166.0,18758.0,166.0,8798.0,17015.0,1411.0,0.0,9047.0,7387.0,83.0,19090.0,83.0,27556.0,14691.0,3984.0,0.0,1162.0,8134.0,0.0,83.0,0.0,166.0,3486.0,166.0
60,83.0,0.0,249.0,0.0,83.0,0.0,0.0,166.0,249.0,0.0,166.0,249.0,0.0,83.0,0.0,0.0,0.0,249.0,83.0,0.0,0.0,1162.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,249.0,0.0,83.0,0.0,0.0,0.0,0.0,332.0,0.0,0.0,0.0,415.0,0.0,415.0,332.0,0.0,0.0,83.0,0.0,0.0,498.0,0.0,166.0,332.0,913.0,0.0,249.0,498.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,166.0,0.0,166.0,83.0,0.0,83.0,913.0,0.0,0.0,664.0,0.0,0.0,996.0,83.0,166.0,83.0,1162.0,83.0,1328.0,166.0,4565.0,0.0,0.0,0.0,2241.0,0.0,0.0,166.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,332.0,0.0,0.0,0.0,747.0,0.0,1411.0,2656.0,166.0,0.0,664.0,249.0,0.0,996.0,0.0,664.0,1909.0,1743.0,0.0,166.0,2822.0,0.0,0.0,166.0,166.0,166.0,0.0
5,83.0,0.0,0.0,83.0,0.0,83.0,83.0,249.0,415.0,0.0,0.0,83.0,0.0,83.0,1909.0,913.0,0.0,166.0,0.0,249.0,83.0,1909.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,0.0,0.0,83.0,83.0,0.0,0.0,332.0,0.0,83.0,747.0,166.0,0.0,0.0,249.0,0.0,332.0,0.0,249.0,166.0,332.0,0.0,166.0,415.0,0.0,0.0,83.0,0.0,83.0,0.0
10,0.0,0.0,0.0,0.0,83.0,83.0,0.0,498.0,249.0,0.0,166.0,0.0,0.0,249.0,4067.0,996.0,166.0,664.0,83.0,83.0,415.0,3071.0,0.0,0.0,0.0,332.0,0.0,0.0,0.0,581.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0,1660.0,0.0,0.0,83.0,0.0,83.0,166.0,83.0,0.0,0.0,83.0,0.0,0.0,0.0,664.0,166.0,332.0,0.0,0.0,498.0,0.0,0.0,0.0,0.0,83.0,0.0
38,332.0,83.0,83.0,415.0,332.0,0.0,0.0,913.0,415.0,83.0,415.0,0.0,0.0,1411.0,83.0,249.0,83.0,3569.0,249.0,1245.0,249.0,3486.0,0.0,0.0,0.0,2241.0,83.0,83.0,0.0,83.0,0.0,0.0,0.0,249.0,0.0,0.0,249.0,0.0,0.0,0.0,1162.0,166.0,747.0,1411.0,0.0,0.0,498.0,415.0,83.0,2324.0,0.0,581.0,0.0,747.0,249.0,249.0,1162.0,0.0,0.0,166.0,0.0,332.0,0.0
29,415.0,0.0,0.0,830.0,83.0,0.0,0.0,4067.0,0.0,0.0,1411.0,0.0,0.0,1992.0,166.0,249.0,249.0,7968.0,0.0,1245.0,415.0,9960.0,0.0,0.0,0.0,3984.0,166.0,332.0,166.0,0.0,0.0,166.0,166.0,0.0,0.0,0.0,664.0,0.0,0.0,0.0,1162.0,0.0,581.0,1743.0,166.0,0.0,1162.0,166.0,0.0,1079.0,0.0,581.0,3403.0,1494.0,0.0,83.0,1079.0,0.0,0.0,166.0,0.0,830.0,0.0
33,332.0,0.0,0.0,332.0,166.0,0.0,0.0,2407.0,0.0,0.0,1162.0,166.0,0.0,913.0,332.0,166.0,498.0,2324.0,83.0,996.0,332.0,5146.0,0.0,0.0,0.0,1494.0,0.0,0.0,0.0,166.0,0.0,83.0,0.0,249.0,0.0,0.0,166.0,0.0,249.0,0.0,996.0,83.0,415.0,2324.0,0.0,0.0,747.0,332.0,0.0,1909.0,0.0,1162.0,664.0,581.0,0.0,415.0,1411.0,0.0,0.0,0.0,0.0,498.0,0.0
26,249.0,0.0,166.0,332.0,0.0,83.0,0.0,415.0,166.0,0.0,249.0,83.0,0.0,1245.0,0.0,332.0,415.0,3569.0,83.0,498.0,581.0,5063.0,0.0,0.0,0.0,1411.0,166.0,166.0,0.0,83.0,0.0,0.0,83.0,83.0,0.0,0.0,166.0,0.0,0.0,0.0,332.0,0.0,498.0,581.0,249.0,0.0,415.0,0.0,0.0,166.0,0.0,1245.0,830.0,415.0,0.0,249.0,1245.0,0.0,0.0,83.0,0.0,0.0,0.0
3,83.0,0.0,0.0,83.0,83.0,0.0,0.0,166.0,332.0,0.0,0.0,83.0,0.0,166.0,166.0,83.0,83.0,249.0,83.0,83.0,83.0,1909.0,0.0,0.0,0.0,83.0,166.0,249.0,830.0,166.0,0.0,0.0,0.0,166.0,0.0,0.0,498.0,0.0,0.0,0.0,498.0,0.0,249.0,498.0,249.0,0.0,249.0,166.0,0.0,498.0,0.0,249.0,166.0,166.0,0.0,166.0,747.0,0.0,0.0,166.0,0.0,0.0,0.0
48,5312.0,581.0,166.0,2075.0,1577.0,1411.0,581.0,14193.0,83.0,166.0,6640.0,0.0,25.0,14276.0,2324.0,4731.0,7304.0,52290.0,498.0,17430.0,2324.0,41417.0,0.0,0.0,0.0,70716.0,0.0,166.0,14857.0,664.0,0.0,498.0,166.0,1245.0,0.0,0.0,747.0,166.0,166.0,0.0,14608.0,83.0,8051.0,12201.0,747.0,0.0,7885.0,4316.0,166.0,18011.0,0.0,26975.0,10956.0,2407.0,83.0,581.0,8383.0,0.0,0.0,0.0,581.0,2490.0,166.0
39,83.0,0.0,0.0,249.0,166.0,0.0,83.0,498.0,0.0,0.0,415.0,83.0,0.0,498.0,83.0,498.0,0.0,1660.0,0.0,581.0,0.0,2158.0,0.0,83.0,0.0,1162.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,83.0,0.0,0.0,332.0,0.0,0.0,0.0,581.0,0.0,249.0,1162.0,83.0,0.0,249.0,166.0,83.0,415.0,83.0,0.0,83.0,913.0,0.0,332.0,581.0,0.0,0.0,0.0,0.0,166.0,0.0
40,166.0,0.0,83.0,83.0,0.0,0.0,0.0,249.0,0.0,0.0,83.0,0.0,0.0,249.0,83.0,415.0,166.0,1162.0,0.0,498.0,332.0,1743.0,0.0,0.0,0.0,747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,0.0,0.0,332.0,0.0,0.0,0.0,249.0,0.0,166.0,415.0,0.0,0.0,0.0,83.0,0.0,249.0,0.0,498.0,332.0,581.0,0.0,332.0,996.0,0.0,0.0,83.0,0.0,0.0,0.0
12,4482.0,415.0,249.0,2241.0,2822.0,498.0,249.0,12367.0,83.0,166.0,4316.0,166.0,0.0,10956.0,1992.0,7221.0,6640.0,30544.0,2822.0,18924.0,2490.0,36188.0,0.0,0.0,0.0,19173.0,0.0,0.0,1660.0,4399.0,0.0,664.0,83.0,1245.0,0.0,0.0,1909.0,1909.0,83.0,83.0,6059.0,0.0,4150.0,11537.0,249.0,0.0,5644.0,1411.0,0.0,7636.0,83.0,15521.0,9711.0,3818.0,332.0,332.0,7968.0,0.0,0.0,0.0,332.0,2988.0,249.0
49,83.0,0.0,0.0,83.0,0.0,0.0,0.0,498.0,581.0,0.0,83.0,0.0,0.0,166.0,0.0,0.0,83.0,913.0,0.0,581.0,249.0,1826.0,0.0,0.0,0.0,166.0,332.0,498.0,83.0,83.0,0.0,83.0,0.0,249.0,0.0,0.0,83.0,0.0,0.0,0.0,664.0,0.0,1079.0,1909.0,83.0,0.0,830.0,166.0,0.0,332.0,0.0,166.0,0.0,664.0,83.0,249.0,415.0,166.0,0.0,415.0,0.0,83.0,0.0
52,249.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,83.0,0.0,0.0,83.0,0.0,0.0,0.0,83.0,0.0,166.0,0.0,83.0,0.0,664.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,0.0,249.0,498.0,0.0,0.0,166.0,0.0,0.0,249.0,0.0,0.0,0.0,581.0,0.0,249.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0
65,166.0,83.0,0.0,249.0,83.0,0.0,0.0,415.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,1411.0,0.0,166.0,83.0,3984.0,0.0,0.0,0.0,664.0,415.0,83.0,0.0,83.0,0.0,0.0,83.0,332.0,0.0,0.0,415.0,0.0,0.0,0.0,1245.0,83.0,498.0,2158.0,249.0,0.0,415.0,581.0,0.0,2490.0,0.0,249.0,83.0,2075.0,83.0,830.0,1577.0,0.0,83.0,166.0,0.0,0.0,0.0
30,83.0,0.0,0.0,332.0,166.0,166.0,83.0,1411.0,166.0,83.0,415.0,83.0,0.0,332.0,83.0,249.0,0.0,2158.0,83.0,747.0,83.0,3818.0,0.0,0.0,0.0,1079.0,332.0,83.0,0.0,664.0,0.0,83.0,0.0,0.0,0.0,0.0,830.0,2407.0,0.0,0.0,1079.0,0.0,332.0,1494.0,0.0,0.0,249.0,166.0,0.0,1162.0,0.0,913.0,0.0,996.0,166.0,332.0,830.0,0.0,0.0,83.0,0.0,249.0,0.0
8,6142.0,664.0,830.0,4980.0,1660.0,249.0,415.0,21082.0,83.0,166.0,11703.0,83.0,0.0,22161.0,3735.0,14193.0,13031.0,70052.0,2324.0,29880.0,6142.0,60258.0,0.0,0.0,0.0,65321.0,0.0,83.0,5976.0,1909.0,0.0,830.0,83.0,1245.0,0.0,0.0,996.0,415.0,581.0,581.0,14193.0,332.0,8715.0,14193.0,996.0,0.0,6889.0,4316.0,249.0,12616.0,166.0,24983.0,15936.0,2822.0,581.0,747.0,8300.0,0.0,0.0,83.0,0.0,2324.0,332.0
44,0.0,0.0,0.0,332.0,83.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,581.0,0.0,0.0,0.0,747.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,83.0,0.0,0.0,166.0,0.0,0.0,0.0,332.0,0.0,664.0,913.0,0.0,0.0,83.0,0.0,83.0,1577.0,0.0,747.0,498.0,332.0,83.0,83.0,1660.0,0.0,0.0,0.0,0.0,0.0,0.0
22,332.0,0.0,0.0,581.0,664.0,0.0,83.0,1826.0,0.0,0.0,1909.0,0.0,0.0,2158.0,415.0,830.0,581.0,4316.0,498.0,2158.0,498.0,9545.0,0.0,0.0,0.0,5976.0,166.0,166.0,1162.0,83.0,0.0,166.0,0.0,83.0,0.0,0.0,83.0,0.0,0.0,0.0,2822.0,0.0,664.0,1992.0,166.0,0.0,2739.0,996.0,0.0,2656.0,166.0,4399.0,3071.0,830.0,0.0,581.0,4814.0,0.0,83.0,0.0,249.0,498.0,0.0
34,0.0,0.0,83.0,581.0,166.0,83.0,0.0,249.0,83.0,0.0,166.0,83.0,0.0,2905.0,166.0,0.0,415.0,2822.0,83.0,1328.0,249.0,6889.0,0.0,0.0,0.0,1826.0,166.0,166.0,0.0,166.0,0.0,83.0,0.0,83.0,0.0,0.0,83.0,0.0,166.0,0.0,664.0,0.0,498.0,332.0,0.0,0.0,498.0,664.0,0.0,498.0,0.0,664.0,166.0,1162.0,0.0,166.0,830.0,0.0,0.0,166.0,0.0,332.0,0.0
1,2739.0,498.0,498.0,3984.0,1909.0,0.0,83.0,8051.0,83.0,0.0,4814.0,0.0,0.0,17347.0,332.0,4731.0,8798.0,43243.0,1577.0,18426.0,3901.0,40836.0,0.0,0.0,0.0,36603.0,83.0,83.0,6474.0,332.0,0.0,498.0,0.0,415.0,0.0,0.0,0.0,166.0,0.0,0.0,3652.0,0.0,1743.0,2822.0,83.0,0.0,2573.0,1826.0,83.0,5478.0,0.0,8134.0,6474.0,3071.0,0.0,332.0,7221.0,166.0,0.0,0.0,249.0,1411.0,83.0
20,498.0,0.0,83.0,664.0,83.0,83.0,83.0,2241.0,0.0,0.0,1245.0,166.0,0.0,3901.0,415.0,913.0,332.0,8881.0,166.0,3071.0,415.0,8300.0,0.0,0.0,0.0,5395.0,0.0,0.0,664.0,1743.0,0.0,83.0,83.0,166.0,0.0,0.0,913.0,3071.0,83.0,0.0,1577.0,0.0,830.0,2407.0,166.0,0.0,1079.0,498.0,0.0,2822.0,0.0,4897.0,5810.0,1826.0,166.0,332.0,3901.0,0.0,0.0,0.0,249.0,166.0,0.0
7,3735.0,166.0,83.0,1577.0,1660.0,996.0,664.0,8715.0,0.0,332.0,3984.0,249.0,0.0,10873.0,7968.0,10956.0,9545.0,41334.0,8300.0,11371.0,3818.0,41832.0,0.0,0.0,0.0,50713.0,0.0,0.0,17015.0,5478.0,249.0,332.0,0.0,830.0,83.0,0.0,3735.0,26311.0,747.0,1245.0,10292.0,83.0,8217.0,10458.0,415.0,0.0,6225.0,2490.0,83.0,6308.0,83.0,25481.0,6806.0,2822.0,166.0,415.0,5976.0,0.0,0.0,0.0,0.0,996.0,0.0
19,415.0,0.0,0.0,1079.0,747.0,166.0,83.0,2407.0,0.0,0.0,1079.0,0.0,0.0,3320.0,166.0,664.0,913.0,7968.0,166.0,2822.0,581.0,11205.0,0.0,0.0,0.0,6308.0,249.0,249.0,830.0,83.0,0.0,249.0,0.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,1577.0,0.0,1577.0,1660.0,166.0,0.0,664.0,166.0,83.0,3237.0,83.0,4980.0,332.0,747.0,0.0,498.0,2075.0,0.0,0.0,0.0,332.0,913.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,166.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,0.0,0.0,166.0,0.0,0.0,0.0
17,166.0,0.0,0.0,498.0,166.0,0.0,83.0,664.0,83.0,0.0,83.0,0.0,0.0,996.0,0.0,332.0,83.0,2905.0,0.0,1079.0,332.0,5395.0,0.0,0.0,0.0,1494.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,83.0,0.0,0.0,332.0,0.0,0.0,0.0,1328.0,0.0,332.0,1909.0,83.0,0.0,415.0,498.0,0.0,1328.0,0.0,332.0,664.0,1660.0,0.0,249.0,1826.0,0.0,0.0,0.0,0.0,166.0,0.0
37,2656.0,166.0,332.0,2822.0,1079.0,83.0,249.0,10458.0,0.0,166.0,2739.0,83.0,0.0,13363.0,1826.0,4482.0,6557.0,42828.0,1494.0,12782.0,3486.0,33781.0,83.0,0.0,0.0,18343.0,83.0,83.0,498.0,249.0,0.0,249.0,83.0,415.0,0.0,0.0,249.0,83.0,83.0,166.0,3735.0,83.0,3320.0,4814.0,249.0,0.0,3154.0,1494.0,166.0,5312.0,0.0,11371.0,10209.0,3403.0,0.0,581.0,4980.0,0.0,0.0,83.0,0.0,1411.0,83.0
4,332.0,83.0,83.0,1162.0,415.0,0.0,166.0,2573.0,0.0,0.0,913.0,0.0,0.0,3237.0,498.0,1826.0,1826.0,6640.0,249.0,4067.0,996.0,11786.0,83.0,0.0,0.0,2822.0,415.0,332.0,415.0,581.0,0.0,249.0,83.0,83.0,0.0,0.0,415.0,1328.0,83.0,996.0,1245.0,0.0,830.0,2407.0,0.0,0.0,747.0,332.0,0.0,1494.0,0.0,3403.0,1328.0,2656.0,166.0,0.0,2075.0,0.0,0.0,332.0,0.0,498.0,0.0
9,747.0,332.0,0.0,996.0,747.0,166.0,83.0,3486.0,249.0,249.0,830.0,415.0,0.0,3486.0,2407.0,2158.0,2407.0,11371.0,332.0,5063.0,1079.0,11205.0,0.0,0.0,0.0,4731.0,166.0,166.0,415.0,664.0,0.0,166.0,0.0,0.0,0.0,0.0,498.0,2905.0,332.0,166.0,1494.0,83.0,1245.0,2656.0,0.0,0.0,1577.0,83.0,0.0,249.0,0.0,3901.0,4233.0,1826.0,0.0,166.0,2988.0,0.0,0.0,166.0,0.0,415.0,166.0
